Benutzername,Rapid gespielt,Account existiert,Rapid-Spiele,Nr
Macoscheck,yes,yes,14394,2736
muhamed_74,yes,yes,4443,2748
bansalpankaj,yes,yes,6109,2750
papa76p,yes,yes,11552,2753
Holdem890,yes,yes,4931,2754
mczermin1,yes,yes,6273,2757
Nbgovac,yes,yes,17752,2767
kerim30,yes,yes,4512,2768
seb457,yes,yes,11415,2770
musis1985,yes,yes,15304,2771
fabiano2212,yes,yes,4646,2777
intemporel,yes,yes,4565,2779
Bob1949,yes,yes,9197,2782
pa_mka,yes,yes,3901,2786
AYKSS,yes,yes,3953,2787
DaniDep02,yes,yes,3258,2788
arslan65,yes,yes,4465,2791
alleksis,yes,yes,11156,2792
sisou40,yes,yes,4586,2793
JLB78,yes,yes,19304,2810
pierre5,yes,yes,23266,2814
r-m,yes,yes,3146,2816
afomo,yes,yes,11555,2820
Boguslaw123,yes,yes,6857,2821
kimkam14,yes,yes,4318,2822
majstor2012,yes,yes,20519,2823
stillearningchess,yes,yes,3862,2824
Confucius64,yes,yes,5690,2832
Yuggen,yes,yes,4833,2837
ruin10,yes,yes,6201,2839
superbuttt,yes,yes,6965,2843
paulgps,yes,yes,9351,2848
tre_colli,yes,yes,6301,2854
Djivic82,yes,yes,4255,2855
IVOSTONE,yes,yes,3081,2857
Zaits04,yes,yes,3375,2862
damedeu,yes,yes,8073,2866
Bayrem40,yes,yes,3919,2880
thumbup,yes,yes,9127,2882
akai2,yes,yes,13460,2888
phoenix1313,yes,yes,19975,2896
DON-JAQUE,yes,yes,17717,2902
isakosova,yes,yes,12831,2908
gorg1450,yes,yes,32731,2910
shadowman54,yes,yes,9502,2911
FIFOU,yes,yes,9020,2912
JAGAT85,yes,yes,7209,2918
makar_peacetoletoff,yes,yes,3087,2922
Salo2103,yes,yes,6044,2925
Tommy2901,yes,yes,5146,2926
Leonid_Abramovich,yes,yes,5922,2927
pedanticanarchy,yes,yes,5368,2928
Loncon,yes,yes,4750,2931
zoheir77,yes,yes,7749,2934
Paulsinsa,yes,yes,9382,2937
gazopeter,yes,yes,6212,2938
Igor38,yes,yes,11295,2940
chanda00,yes,yes,3801,2947
legolas1973,yes,yes,16480,2956
gutin82,yes,yes,14003,2957
Lou22,yes,yes,10786,2960
monstr,yes,yes,3478,2970
tango4,yes,yes,8137,2979
shogiban,yes,yes,3918,2980
spallancani,yes,yes,4407,2983
recep-isikli,yes,yes,4818,2986
konkrit,yes,yes,3507,2991
chajnik,yes,yes,7391,2992
Rockfeller567,yes,yes,6701,2995
fuatx,yes,yes,7239,2996
DimaUkr,yes,yes,9471,2999
aureseba,yes,yes,8769,3010
RSaftawy,yes,yes,9469,3021
dezso40,yes,yes,18108,3022
laghi,yes,yes,11596,3030
ariken,yes,yes,14071,3032
ianp6789,yes,yes,3675,3038
tiagomenezes,yes,yes,4775,3039
madocu,yes,yes,5900,3042
AZ2401,yes,yes,3777,3046
NestorVive,yes,yes,9007,3047
peter-sk,yes,yes,10108,3050
Timlin,yes,yes,7382,3054
Motacilla,yes,yes,11077,3059
tw82041,yes,yes,9777,3064
Leha80,yes,yes,6351,3067
renanvieira01,yes,yes,6871,3072
DerekTitan,yes,yes,4845,3077
Lupin_5,yes,yes,9025,3079
JJ-Javitoh,yes,yes,3785,3080
ULUDAGR,yes,yes,4513,3082
denisdesouza,yes,yes,6241,3085
riscacchi1,yes,yes,8107,3087
paixnidi,yes,yes,5353,3089
kaly95,yes,yes,4663,3093
alex1165,yes,yes,6094,3096
rondelle2,yes,yes,10808,3098
Keoma,yes,yes,6325,3108
SergKing,yes,yes,4442,3114
diehard97,yes,yes,5162,3115
BubbaGump158,yes,yes,6396,3122
ilyas0,yes,yes,3562,3129
Galatafisherman,yes,yes,9308,3142
santiago_655,yes,yes,7946,3149
DerBertl,yes,yes,6908,3150
brigador,yes,yes,3500,3152
vasua199,yes,yes,6314,3153
canyonrock,yes,yes,3337,3159
adhen,yes,yes,7491,3163
WIN-44,yes,yes,16387,3167
Eleuterio51,yes,yes,8413,3168
Abonuhi,yes,yes,3212,3171
Azizhas,yes,yes,3344,3173
Alaga,yes,yes,19992,3184
discoverer68,yes,yes,4450,3189
alfapo,yes,yes,18851,3196
oaladag,yes,yes,3069,3198
alyani,yes,yes,4076,3204
garmin51,yes,yes,9540,3207
chicson,yes,yes,5581,3212
bonny1985,yes,yes,7117,3214
coach_gmcf,yes,yes,10281,3215
cavalierbanac,yes,yes,5005,3217
adijas,yes,yes,3345,3222
el_mohico,yes,yes,5878,3223
DoctorHobot,yes,yes,3667,3226
lansky214,yes,yes,12594,3237
chegz,yes,yes,6859,3241
erhanonur,yes,yes,3398,3244
sidalx,yes,yes,14941,3247
coco358,yes,yes,3233,3248
Grzybiarz85,yes,yes,23479,3250
padraic,yes,yes,3913,3251
plms,yes,yes,18336,3254
David_zu_Matt,yes,yes,3802,3259
ApoenaA,yes,yes,5373,3260
JonLund4,yes,yes,4631,3265
casipierdo,yes,yes,10137,3268
d1962,yes,yes,9841,3269
daaqueem,yes,yes,5300,3271
MitulK,yes,yes,3604,3275
blackhorse,yes,yes,23692,3276
Rinator,yes,yes,3085,3278
AlphonsoCodeino,yes,yes,3123,3283
Samuel_Jansen,yes,yes,3277,3286
eikenagel,yes,yes,8907,3288
krokodil_gena,yes,yes,7578,3289
Steburg,yes,yes,3213,3290
BarrileteMarce,yes,yes,6053,3296
francisconobrega1,yes,yes,7186,3301
Undiscovered,yes,yes,3413,3309
knightm0ves,yes,yes,31958,3316
KTKing,yes,yes,12041,3321
ooperkk49,yes,yes,11013,3327
lellodisvuinghi,yes,yes,3851,3328
mhmva,yes,yes,7961,3331
R2R2R2,yes,yes,3399,3333
MSRP,yes,yes,6954,3335
scakki,yes,yes,10196,3341
merkan,yes,yes,15907,3342
Zakham,yes,yes,13562,3349
esariali,yes,yes,4580,3350
ricardorrc14,yes,yes,4440,3351
LallaBiga,yes,yes,6380,3352
jkaminski,yes,yes,3609,3367
ivan23456,yes,yes,7433,3368
bayan79,yes,yes,7993,3369
KoshejGorynych,yes,yes,11727,3371
bodymahamad,yes,yes,5537,3373
Solider,yes,yes,3820,3376
djvchessplayer,yes,yes,4781,3382
Tarzan5,yes,yes,4755,3383
Mae77,yes,yes,17658,3385
Dr_999,yes,yes,3656,3389
Edu1960,yes,yes,19183,3392
vitan1974,yes,yes,4890,3393
tisa67,yes,yes,16615,3395
flasu,yes,yes,8134,3396
Emkatt,yes,yes,3837,3400
Rilikva,yes,yes,36349,3403
webberchess,yes,yes,4126,3404
abo_muhamad,yes,yes,4956,3405
rriccio,yes,yes,6418,3433
semasmagin,yes,yes,9197,3435
nik12345kkk,yes,yes,11296,3439
Nicolaevich,yes,yes,4557,3441
Lord_bumbum_mole,yes,yes,8091,3452
santiusty,yes,yes,3791,3456
kaxaber_xose,yes,yes,3844,3460
bober1996,yes,yes,3675,3466
Zachary_Mac,yes,yes,6759,3472
Vincinus,yes,yes,4403,3474
Louisa001,yes,yes,7302,3480
Gontra,yes,yes,3117,3493
Xtremax,yes,yes,7123,3494
OliveiraOdair,yes,yes,4724,3499
mpmiko,yes,yes,14331,3504
poblesecman,yes,yes,4893,3505
alaita23,yes,yes,3829,3512
lanona2016,yes,yes,3805,3513
Gintautas123,yes,yes,15282,3516
Rajubhai1,yes,yes,6306,3522
Akki_lokhande,yes,yes,3896,3523
roberto00,yes,yes,6092,3525
brane1974,yes,yes,14910,3527
Gabrielz21,yes,yes,3698,3530
Hussein1986,yes,yes,3195,3536
gunjan21,yes,yes,6576,3537
ginogiord,yes,yes,7742,3538
pythagoras_hellas,yes,yes,19451,3541
georgi54,yes,yes,11529,3542
GO_FOR_GLORY,yes,yes,8880,3543
laishiyiyou,yes,yes,31699,3549
Alpego,yes,yes,5466,3550
msharawana1,yes,yes,3587,3551
richy3030,yes,yes,5780,3552
kingrulo1,yes,yes,3368,3553
SkyLarker7,yes,yes,8190,3561
rosemberg_am,yes,yes,3301,3563
skymart7,yes,yes,6240,3565
ergn,yes,yes,8376,3568
hooverlegros,yes,yes,14343,3569
fercas1988,yes,yes,3568,3574
MHG42,yes,yes,4760,3577
a_madhwani,yes,yes,3020,3579
olivernedeljkovic,yes,yes,4958,3581
Andreiyt,yes,yes,4681,3583
adrianio02,yes,yes,5265,3590
hischa,yes,yes,8685,3596
kotsa3,yes,yes,15268,3607
scoubidou,yes,yes,4263,3609
hummer10211,yes,yes,5911,3611
virajparekh,yes,yes,5442,3619
vick2018,yes,yes,16803,3624
Olimpo,yes,yes,6838,3632
bajka,yes,yes,5485,3634
determinedalways,yes,yes,3511,3636
erick21977,yes,yes,4527,3640
belikemike,yes,yes,4385,3641
Marat56,yes,yes,3687,3642
TONI7777,yes,yes,8701,3645
Aleksandar1977,yes,yes,13884,3649
Gustavo72s,yes,yes,5699,3650
zemlak,yes,yes,4441,3657
melila59,yes,yes,11054,3659
rasit_duman,yes,yes,3733,3660
Ashok7617,yes,yes,3193,3662
Darzius,yes,yes,6464,3666
cacopreviero,yes,yes,9163,3675
skakkolomatto,yes,yes,9605,3676
mauronader,yes,yes,4414,3678
nshpritz2,yes,yes,6117,3679
yosia35,yes,yes,3756,3680
Buhux,yes,yes,7869,3687
fatih21,yes,yes,3105,3688
bubblegumj,yes,yes,3250,3689
kagangurses,yes,yes,5280,3692
ViktorKr,yes,yes,18895,3694
pacqra,yes,yes,3146,3695
The_Superbug,yes,yes,6630,3696
edukito,yes,yes,12513,3699
xy6a84,yes,yes,5574,3701
ivan989,yes,yes,8877,3706
ashwineekjha,yes,yes,4612,3708
jk2015,yes,yes,3085,3709
mehranb,yes,yes,16479,3710
liwenz,yes,yes,14925,3713
rslan2020,yes,yes,4049,3714
kingMcKenna,yes,yes,5116,3718
Altata,yes,yes,9174,3723
shanmuga85,yes,yes,3407,3727
jeanpol,yes,yes,6702,3729
sasha38,yes,yes,16431,3730
degza420,yes,yes,3856,3745
ilramingo,yes,yes,5157,3749
Alvikz,yes,yes,3802,3753
Sof0479,yes,yes,6154,3755
JavierUru,yes,yes,6567,3757
terzi,yes,yes,4341,3764
Bazyl_0507,yes,yes,3797,3766
Bigggoron,yes,yes,5169,3768
chuckcjg,yes,yes,7876,3770
pincopall,yes,yes,8374,3778
jawad_baddad33,yes,yes,4012,3780
fadzot,yes,yes,17493,3781
TheCastor,yes,yes,6218,3782
vincenzozorro,yes,yes,9305,3783
oly88,yes,yes,3291,3784
sahialammia,yes,yes,7743,3785
PALANIBHARATHI,yes,yes,9077,3790
hasan_54,yes,yes,11901,3794
king_on_board,yes,yes,6142,3802
gjy,yes,yes,14388,3803
ardasenel,yes,yes,11329,3804
chpsuso,yes,yes,5741,3806
mjkarkhanis,yes,yes,6412,3811
khuahal109,yes,yes,3233,3812
guillebourre,yes,yes,4823,3815
honda598,yes,yes,9593,3816
Andrzej23,yes,yes,8261,3819
DIMETRIS,yes,yes,5011,3822
monokel,yes,yes,3168,3827
jjjamelb,yes,yes,40560,3828
Giray66,yes,yes,12649,3833
ablul,yes,yes,27084,3836
menadmenad,yes,yes,4803,3842
iruntimer,yes,yes,10084,3843
procafeinateur,yes,yes,6449,3844
jordanatkinsom888,yes,yes,24516,3845
alexey_designer,yes,yes,10216,3848
Il-giudice,yes,yes,10581,3852
Drkgkdmr,yes,yes,6905,3861
the_straw09,yes,yes,9821,3879
Fogatero,yes,yes,3169,3888
volvo68,yes,yes,9380,3895
evyb,yes,yes,7989,3902
rohjinwook,yes,yes,12898,3903
beygirci64,yes,yes,16656,3907
wahibkhairat,yes,yes,12293,3915
kwach,yes,yes,29132,3918
Reynevan94,yes,yes,3099,3919
Jaime41,yes,yes,7638,3921
molivas2,yes,yes,5078,3927
Singh86,yes,yes,6681,3928
amsamms,yes,yes,3239,3931
mavrincbor,yes,yes,8132,3933
ivan609,yes,yes,6307,3943
Boshra778811,yes,yes,11877,3945
Osgood,yes,yes,3903,3946
Kleopatra1,yes,yes,10323,3952
xAKEP228,yes,yes,3854,3955
Vainamoinem,yes,yes,6537,3956
belmonde,yes,yes,3062,3958
vbarsoum,yes,yes,3176,3961
Amjath,yes,yes,4384,3970
Deepblue_Sa,yes,yes,5325,3978
IDN-sk,yes,yes,6688,3988
joseespa6,yes,yes,14914,3990
alknightrider,yes,yes,3085,3993
genabereg53,yes,yes,12095,3995
stift01,yes,yes,4312,3997
Kaled,yes,yes,6824,4005
aevangelisti,yes,yes,4676,4006
sunils,yes,yes,4215,4008
albatroos,yes,yes,5280,4010
karavidas,yes,yes,23883,4011
ETAOIboiz,yes,yes,3143,4017
vaki_svinja,yes,yes,5664,4028
alikonich1,yes,yes,11192,4029
MaksiM197,yes,yes,7828,4034
Drtayebi,yes,yes,3075,4035
Lirikalanamadin,yes,yes,5853,4043
Almver,yes,yes,3816,4046
sanatu,yes,yes,5167,4047
ruzeebaba,yes,yes,13271,4055
Vitshebek,yes,yes,5855,4059
gruponer,yes,yes,3420,4062
LabN,yes,yes,3822,4066
frank76,yes,yes,9331,4074
Pianissimo134,yes,yes,4776,4075
ezoalfar,yes,yes,9711,4076
Daniel79,yes,yes,9719,4078
stankov51,yes,yes,14798,4081
lolo83210,yes,yes,8478,4082
STGibson,yes,yes,5445,4092
chizness,yes,yes,7123,4103
MrSasha26,yes,yes,3842,4114
varedan,yes,yes,17762,4117
odyseuss,yes,yes,7903,4121
Artyom1,yes,yes,10838,4124
Emrahoktay,yes,yes,3901,4127
tba_irl,yes,yes,5314,4130
JAIMEACV,yes,yes,13961,4132
1hava1,yes,yes,7063,4133
millennium_falcon,yes,yes,7704,4137
Edgardorueda,yes,yes,11196,4140
Gabber_Chess,yes,yes,4535,4145
David12345678901,yes,yes,4038,4147
wlademir,yes,yes,6438,4148
wagna0,yes,yes,3737,4151
pelon111,yes,yes,12902,4152
kardins,yes,yes,3865,4153
Davidvdm,yes,yes,4855,4156
hetman666,yes,yes,8572,4157
betoca8,yes,yes,4848,4158
Anatoliy_Ponomarev,yes,yes,9019,4159
dimoxix,yes,yes,12789,4162
NagyBo,yes,yes,4746,4163
JVO8,yes,yes,9898,4164
FSC77,yes,yes,5366,4168
a-mar359,yes,yes,4753,4170
Yustasson,yes,yes,3444,4172
yodha,yes,yes,8817,4174
kaha_ololo,yes,yes,3421,4178
Hend009,yes,yes,6640,4180
Tomo1112,yes,yes,10584,4182
HM1010,yes,yes,11744,4183
JuanChamoy45,yes,yes,5446,4188
paulatreides,yes,yes,16141,4193
leo29392,yes,yes,9430,4195
jairrobledo,yes,yes,15923,4198
Scale910,yes,yes,6503,4202
HollywoodKnights,yes,yes,5706,4205
fg91000,yes,yes,11231,4208
Sedinho,yes,yes,8714,4209
AlexanderAlexandrov,yes,yes,4700,4211
abdo1998,yes,yes,4338,4215
Moulvishark,yes,yes,5956,4218
lattamatic,yes,yes,3897,4220
mossall,yes,yes,11685,4231
Rimaati,yes,yes,13524,4240
maximtretyakov1985,yes,yes,11300,4241
king101,yes,yes,7934,4243
fms016,yes,yes,4304,4246
tottitumare,yes,yes,14185,4247
vahid_radaeii,yes,yes,3344,4249
Ural123,yes,yes,17213,4253
carlosgn,yes,yes,12877,4264
dabuduba,yes,yes,3472,4269
joca552000,yes,yes,24950,4270
caesar141,yes,yes,6348,4276
bake77,yes,yes,9035,4280
Rustipuk,yes,yes,3664,4281
MARLAUYUL,yes,yes,6627,4283
karthik2083,yes,yes,5926,4294
Kshal,yes,yes,3375,4297
Rphino,yes,yes,4308,4302
Shuure,yes,yes,40026,4305
jaado2018,yes,yes,5381,4310
Jumpman18,yes,yes,3549,4320
sindop,yes,yes,5156,4324
TheNagsHead,yes,yes,18861,4327
Bvulumende,yes,yes,5820,4328
bashmack38,yes,yes,17993,4329
moejccarthy,yes,yes,7747,4331
DieHard5,yes,yes,13718,4348
GetDoe,yes,yes,5977,4351
SokolNao,yes,yes,11044,4354
alextitov4,yes,yes,3084,4360
P_at,yes,yes,3362,4362
atialtun,yes,yes,11691,4365
sl11235,yes,yes,30271,4366
doeltrs,yes,yes,4072,4371
zoran_56,yes,yes,3923,4372
shdwmmc,yes,yes,3986,4375
Bierwinkel,yes,yes,5107,4380
yassinesahid,yes,yes,3046,4382
fferer,yes,yes,43023,4387
PEDASNYA-LADA,yes,yes,19183,4388
capitantrueno,yes,yes,13928,4393
salva1984,yes,yes,4611,4400
Gaiawinner,yes,yes,4881,4401
halchal95,yes,yes,3790,4402
Sonertt,yes,yes,4344,4407
luapvu,yes,yes,3308,4409
gpezza,yes,yes,7748,4413
afer123,yes,yes,23238,4416
johnnlemon,yes,yes,3301,4418
globo1956,yes,yes,7095,4419
Siargei,yes,yes,3228,4420
ahmad7320,yes,yes,3247,4422
danlop,yes,yes,23568,4424
ThinkingGentleman,yes,yes,3482,4428
enricomartini1991,yes,yes,4891,4436
ERICB59,yes,yes,16994,4447
Vanicika,yes,yes,7028,4449
Aidarboss,yes,yes,5858,4450
seyed65,yes,yes,4331,4451
PonyBoyParent,yes,yes,4128,4456
Kurt_62,yes,yes,5173,4458
gregbon,yes,yes,8781,4459
marcbouhana58,yes,yes,41821,4469
mitev,yes,yes,8447,4475
D5k,yes,yes,10218,4477
mcabezas001,yes,yes,8426,4480
mvagusta,yes,yes,3699,4483
Ship76,yes,yes,22564,4487
roberto1966,yes,yes,5155,4492
cambiardamaporpeon,yes,yes,5531,4493
espinote,yes,yes,9924,4496
scott_renz,yes,yes,7711,4497
chessephile,yes,yes,9367,4499
EGranli,yes,yes,12357,4506
jncusters,yes,yes,4412,4507
Izhi1,yes,yes,7981,4508
Sheff26,yes,yes,3253,4511
willardsheen,yes,yes,18641,4524
new-sam,yes,yes,10580,4526
ilias-chess,yes,yes,6719,4528
tiago_1100,yes,yes,5595,4529
amer972,yes,yes,9212,4532
solsonexki,yes,yes,7426,4534
Mehdifaramarzi60,yes,yes,10811,4536
yanpereira,yes,yes,4388,4539
stangio,yes,yes,7575,4549
SolaLupus,yes,yes,3675,4557
geislabaugur,yes,yes,7349,4562
R2sha,yes,yes,6865,4563
donatello9,yes,yes,5602,4566
kojiro963,yes,yes,4107,4567
leo48,yes,yes,7192,4569
leugue,yes,yes,4116,4575
masoud97,yes,yes,5914,4576
Bobbybunkie,yes,yes,3278,4578
ESCORPIO66,yes,yes,4215,4583
Alex_Zana,yes,yes,11884,4584
Sanjay1979,yes,yes,7547,4585
LoMaSa,yes,yes,7162,4587
Aristo_2202,yes,yes,6014,4592
oldputzer,yes,yes,6922,4594
hamid1377,yes,yes,3081,4600
Geezer2,yes,yes,16717,4601
emad1997,yes,yes,3257,4602
BaSaest,yes,yes,5065,4603
kas55,yes,yes,5120,4611
goodstas,yes,yes,4422,4612
dapolofan,yes,yes,4431,4618
lopesmundo,yes,yes,12989,4620
Dominant25,yes,yes,6960,4629
sepehr36,yes,yes,21058,4633
tasosthegreek83,yes,yes,8545,4635
mayspb,yes,yes,14108,4642
Massimo123,yes,yes,10993,4643
senolugi35,yes,yes,10068,4649
Sergzzz,yes,yes,4704,4654
WoolfDenis,yes,yes,3695,4664
rashid2212,yes,yes,27861,4665
billof,yes,yes,17415,4668
tarekdk7,yes,yes,11374,4673
stefo68,yes,yes,4893,4675
cocinda,yes,yes,32605,4682
chandrachess,yes,yes,13930,4690
pfontec,yes,yes,4060,4692
goemannbolsehle,yes,yes,12932,4699
Lordix,yes,yes,5707,4709
joey68,yes,yes,12283,4715
saeednaderi,yes,yes,3285,4718
ryakoviv,yes,yes,3880,4719
amidou,yes,yes,35563,4727
badalzadeh60,yes,yes,5596,4732
ilhansamsun,yes,yes,10221,4733
mardukagressivo,yes,yes,3219,4739
hyetas12,yes,yes,4463,4746
Zambomba,yes,yes,4547,4747
Bahman65,yes,yes,11960,4749
vidamala,yes,yes,47077,4750
skmeherajali,yes,yes,9439,4752
urbater,yes,yes,20646,4754
Yiankouk,yes,yes,3514,4757
Zeitgeist12345,yes,yes,16783,4763
partha_kisor,yes,yes,3422,4764
manhi,yes,yes,3411,4767
AhBeg,yes,yes,11352,4772
bulut10,yes,yes,23700,4774
ErkinBaltaev,yes,yes,16720,4775
alano1,yes,yes,6483,4776
firivero,yes,yes,10910,4780
yasserishak,yes,yes,3679,4783
Heartless_MF,yes,yes,21499,4788
milad1478,yes,yes,4608,4789
Timur_kh,yes,yes,3318,4791
feryred,yes,yes,10117,4793
Devran004,yes,yes,3078,4794
Celada,yes,yes,4655,4796
STAR55,yes,yes,4647,4798
Ivan350,yes,yes,4509,4801
delta_gate,yes,yes,20726,4802
Olimpy,yes,yes,3752,4808
thejamster,yes,yes,20778,4811
eckert,yes,yes,8034,4813
hansi_okdk,yes,yes,22621,4815
BaasJ,yes,yes,8756,4821
islamyousif,yes,yes,11470,4829
El_hoss,yes,yes,3031,4838
Terminally,yes,yes,24573,4839
nanudelacruz,yes,yes,3319,4846
Qarfb,yes,yes,5062,4847
saadatinia,yes,yes,6999,4852
terence_hill,yes,yes,3261,4855
Porrio1208,yes,yes,16891,4858
mmmaks61-dikiyvest,yes,yes,6250,4859
spionase,yes,yes,3924,4862
Dzejkobo,yes,yes,4150,4863
tangent45,yes,yes,14840,4868
pogo123,yes,yes,11748,4870
Genarito,yes,yes,22779,4871
RiverRun30,yes,yes,10540,4874
Karl55,yes,yes,27384,4878
Javier2424,yes,yes,4550,4882
SergiyUA13,yes,yes,6762,4888
bir_bikram,yes,yes,3969,4890
Bigrudy,yes,yes,9956,4893
bato1952,yes,yes,10395,4900
NandaCiga,yes,yes,3491,4903
NG2014,yes,yes,4338,4904
Adlany,yes,yes,5601,4905
gobuth,yes,yes,8643,4908
zolight,yes,yes,6358,4910
herbertfj,yes,yes,5206,4913
kooikerhondje,yes,yes,6215,4914
chwilliams1,yes,yes,13836,4915
Matin1072,yes,yes,3238,4916
khaled_gaber,yes,yes,4206,4919
iosujun,yes,yes,7370,4926
CrazyGross,yes,yes,8125,4927
merdoglu,yes,yes,4567,4931
PRBK,yes,yes,47022,4933
War_lordy,yes,yes,5735,4936
Sergei_Egoroff,yes,yes,6656,4937
razzledazzle81,yes,yes,18260,4939
Ciocio,yes,yes,3562,4940
dionut2255,yes,yes,10100,4941
woopwoop,yes,yes,6232,4951
beyrk,yes,yes,26517,4954
EDanielGV,yes,yes,3852,4956
tiasin2011,yes,yes,10274,4961
Geovanio_S,yes,yes,3683,4962
mikhmikh,yes,yes,5388,4965
misachess96,yes,yes,3180,4970
mrpppp,yes,yes,5908,4971
DrNoradinegholamian,yes,yes,4839,4972
Misterjones31,yes,yes,6947,4984
RoBr,yes,yes,24234,4985
moslem2017,yes,yes,4486,4996
pjajcikm,yes,yes,5726,4999
Jjoorrggee,yes,yes,4222,5002
verdeckel,yes,yes,6230,5005
HarryThomas,yes,yes,7698,5006
esvictor,yes,yes,4427,5009
tekbir03_03_1924,yes,yes,3308,5011
mxwarrior,yes,yes,3517,5014
mdadhich,yes,yes,3042,5015
Abdelkaben,yes,yes,9110,5019
cyvasse-apprentice,yes,yes,7950,5022
Shishongh,yes,yes,4928,5025
Po1234,yes,yes,3573,5026
Valermay,yes,yes,8804,5028
joseigal,yes,yes,10569,5031
Xr0ckl0bsterX,yes,yes,3591,5033
Chichi30,yes,yes,3033,5034
Sousnik,yes,yes,15819,5052
ElMatador95,yes,yes,4542,5055
abstract1972,yes,yes,19942,5056
nertu,yes,yes,7884,5058
sverma,yes,yes,13109,5059
shera244,yes,yes,3811,5060
ton_echeq,yes,yes,6260,5061
chopss,yes,yes,6919,5062
axelus,yes,yes,5626,5064
Leooon,yes,yes,4124,5065
Luansantos,yes,yes,13285,5066
mar10de11,yes,yes,3800,5071
franjofer,yes,yes,11686,5072
karimfl,yes,yes,7170,5073
lobitos2100,yes,yes,4665,5078
Leo2001,yes,yes,21726,5083
k3k7,yes,yes,5890,5087
CHESSFORQUEENS,yes,yes,3571,5089
francoislefort,yes,yes,9867,5097
bu-bu,yes,yes,7515,5112
ibai2222,yes,yes,4670,5122
gilsonjinkings,yes,yes,7570,5123
clausovitsch,yes,yes,3768,5127
pythag0ra5,yes,yes,4666,5129
surajverma,yes,yes,15457,5137
Liad-SHUKRUN123,yes,yes,7463,5141
tifkarim,yes,yes,4085,5149
RafaelTal,yes,yes,3026,5152
ertugrulyesildal,yes,yes,8459,5154
iuloiannace,yes,yes,18176,5157
Ferdinand987,yes,yes,3399,5160
pigiotto,yes,yes,3045,5165
Mikybomber,yes,yes,5910,5173
raulmsk,yes,yes,14030,5176
Kai-Hiwatari19,yes,yes,6468,5181
Rubeshkumar,yes,yes,7694,5188
Elnazar25,yes,yes,3350,5192
andreihax,yes,yes,4698,5195
Radhagupta,yes,yes,5701,5204
munasr,yes,yes,8434,5216
W_FERZ_W,yes,yes,9562,5219
pcapc,yes,yes,4135,5220
HelloChessFriend,yes,yes,6733,5221
filipenko,yes,yes,7623,5223
kramavarma,yes,yes,11915,5224
uoft22,yes,yes,4086,5240
luckyrox,yes,yes,3434,5242
sanjubaba420,yes,yes,6194,5244
Walsi,yes,yes,7986,5245
ChessMaster_23-2,yes,yes,23463,5248
arunkuchik,yes,yes,3528,5252
kkjasnagar,yes,yes,12229,5254
ZH7129,yes,yes,6544,5259
iurii1987,yes,yes,37361,5263
hendriikhsan,yes,yes,9828,5268
piwko7,yes,yes,5204,5272
Weteroc54,yes,yes,38553,5273
baikseal,yes,yes,3529,5278
mohit3008,yes,yes,7797,5279
Ed025,yes,yes,9296,5287
ebrahim1364,yes,yes,4671,5289
melqui,yes,yes,4091,5303
abdhaboosh55555,yes,yes,19876,5315
raihan1rangers,yes,yes,8126,5316
mardoukh,yes,yes,6575,5327
ivko73,yes,yes,10327,5332
jkarlos7676,yes,yes,5587,5335
pyrrhus777,yes,yes,12345,5351
Tallisbest,yes,yes,8184,5362
shawkysaeed828,yes,yes,10158,5363
ronniak2,yes,yes,23918,5364
NandaAnand,yes,yes,8295,5366
saltbeef,yes,yes,25691,5374
Riri2104,yes,yes,5123,5376
Kozmik1,yes,yes,4072,5377
Tornan,yes,yes,13033,5378
hoklim,yes,yes,5849,5390
kekotoprak,yes,yes,7498,5391
lexmask,yes,yes,6221,5393
juzzino,yes,yes,4633,5394
Trupek1,yes,yes,3820,5396
rugan,yes,yes,7646,5398
fennemar,yes,yes,13809,5401
spyzz7,yes,yes,8181,5404
kosmetik,yes,yes,3973,5408
seymour_visions,yes,yes,10389,5410
kostastas,yes,yes,6779,5411
paul_d_chess,yes,yes,5771,5416
meerjam,yes,yes,12287,5421
Jalilhekmati,yes,yes,3769,5422
afrikano,yes,yes,11367,5424
vasiledanut,yes,yes,5595,5427
hadi50,yes,yes,4412,5430
yd300,yes,yes,6738,5431
maldonadof9,yes,yes,4529,5434
irfan_jogja,yes,yes,8251,5435
b-a-d-r,yes,yes,5888,5437
neno0708,yes,yes,7670,5445
raymond-pommier,yes,yes,3679,5446
gumus,yes,yes,4434,5454
montazerin,yes,yes,18392,5458
HristoQnev,yes,yes,7289,5469
Noge,yes,yes,19088,5472
Sixbroam,yes,yes,6469,5474
hasan11,yes,yes,19404,5480
Al-Andalussi,yes,yes,7184,5489
samiullahkhan,yes,yes,16752,5498
skorpio451,yes,yes,10950,5499
Tutrakan,yes,yes,9879,5503
Maxim-Glushko,yes,yes,5390,5505
navi2000,yes,yes,5944,5513
aoxomoxoa,yes,yes,17985,5522
Aloe78,yes,yes,13173,5524
Porfis,yes,yes,7258,5527
luizowski,yes,yes,4452,5531
hai_diva,yes,yes,8637,5535
b3tito3,yes,yes,6086,5538
dahaiou,yes,yes,7117,5542
gHighline,yes,yes,4146,5544
terabot,yes,yes,3142,5545
uranoscopus,yes,yes,3066,5553
phe32,yes,yes,4026,5559
asimcvf,yes,yes,14491,5570
irfancan,yes,yes,4713,5580
sammybeliz,yes,yes,4656,5581
